id,customer,ordered_at,store_id,subtotal,tax_paid,order_total
f0ed84bf-c9c2-4e73-a45b-d16126c259f9,4d11d57e-cb6e-4fe8-9a39-d120f740be48,2018-09-01T11:20:00,e51d657a-7691-4fa1-8faf-541dfa13463c,6700,401,7101
54451c35-5e0f-4045-9e1e-b0c72ed29548,df135ce0-5b12-4e95-aee5-e0d4895aa7f1,2018-09-01T09:28:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
2b3df1f9-5a9a-4fea-87d4-abdf9c9b21cf,7f3444fd-5dcb-4436-a1a6-b7bf241b6d1b,2018-09-01T12:46:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1800,108,1908
54714faf-b6f5-471a-abcf-8590e2ad5a42,9f89c27c-09dd-42a4-b858-b6c6ace059ed,2018-09-01T09:26:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
e250aa60-a226-464f-b748-b3430553c414,faf61da8-6f5e-4326-8115-dea784935ca6,2018-09-01T14:48:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
a6ae55db-21c7-468e-9554-bb526e133f78,ca745cee-2281-4327-9543-a7dcb5c2026b,2018-09-01T14:59:00,e51d657a-7691-4fa1-8faf-541dfa13463c,0,0,0
ddba6916-b326-4f74-9272-8595e044180d,b39517b1-8745-4ada-9ff0-6121371d8716,2018-09-02T13:44:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
8d7644d7-5d12-435f-bc06-4ad1366cbdcd,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-02T12:06:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
5ce68a99-2faf-4af3-9f5c-1b9812ce3928,38a22ae0-026e-47da-83a9-efbbbf0fa2df,2018-09-02T09:03:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
4b981305-ef3d-45d8-bb7e-f3df945c3094,a7d0af49-f564-4665-a6de-1b44090cd55d,2018-09-02T13:45:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
c4c9eca1-c84d-463c-b1ea-c54338eae5c8,72671315-6f4b-4676-b1c6-ca8b322106d1,2018-09-02T08:00:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1100,65,1165
d8c3c61c-6ce1-436d-9e36-be57fcc32135,6a7da4bb-46d1-4b98-9c9e-678d6425f511,2018-09-02T13:12:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2100,126,2226
c7309926-a379-4039-acd7-909b3178e8fc,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-02T13:47:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
01e7dc7d-3a9b-4d31-90f7-5f14de349513,7938ba7d-1609-4075-b734-e3e1e35e164d,2018-09-02T09:24:00,e51d657a-7691-4fa1-8faf-541dfa13463c,9200,552,9752
c5694888-e174-4455-99a2-9e95c70d2981,19989eb7-0d06-40b2-862d-55bf998e87f9,2018-09-02T08:31:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
80aaf551-4efd-4031-a2a8-22bbf9278f0d,0fc87cdc-6b03-4197-9f40-eefc48ca200e,2018-09-02T11:43:00,e51d657a-7691-4fa1-8faf-541dfa13463c,3400,204,3604
d52596b1-2c12-4b09-8632-e76a3b27f29d,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-02T11:37:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
e5f49894-5d36-41fc-953b-f58a8707f8c1,ad7c8905-cc9a-4bbd-891b-2a1ee312db4e,2018-09-02T12:26:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1500,89,1589
7ced5f01-a796-429e-bb3d-e0eebd5ad086,d4818026-eb5a-4e3c-a116-b3ce5375ebad,2018-09-02T10:39:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
872c074c-b8d9-44bd-ac01-5717e4eb236b,c3575699-374a-4fbc-b945-517554c27b25,2018-09-02T12:40:00,e51d657a-7691-4fa1-8faf-541dfa13463c,3800,227,4027
db9303c4-1277-44cc-946f-249f56fe9d66,081f6fae-e90c-4c46-91ab-a6799a37110f,2018-09-02T11:01:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2900,174,3074
ab0542e5-18d2-4b7e-8862-4cf9771d3b15,4d11d57e-cb6e-4fe8-9a39-d120f740be48,2018-09-02T12:54:00,e51d657a-7691-4fa1-8faf-541dfa13463c,6700,401,7101
231b8daf-05b2-4f90-a0e3-d8195f54d109,5a555c35-2eed-427d-9ef7-ed66a666dfeb,2018-09-02T08:44:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
968e2f6e-40f9-4f76-b6fa-123d63391726,c1d547e7-0452-4158-8822-45f39272c430,2018-09-02T08:58:00,e51d657a-7691-4fa1-8faf-541dfa13463c,5000,300,5300
feb39609-8d87-4d04-bc71-c898941e1d05,0215a6ba-2f6f-40e4-bfd0-40216c56b5fe,2018-09-02T12:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,5200,312,5512
db5afef5-b2f9-45cd-a5ba-ed59862f9daa,5b9ece2a-2bce-44f9-9728-c1b562256518,2018-09-02T13:43:00,e51d657a-7691-4fa1-8faf-541dfa13463c,8500,509,9009
dff653d0-b921-4b54-870e-76c29e9245b0,cb441830-2eed-4ec1-8a22-a70aa646565c,2018-09-02T11:32:00,e51d657a-7691-4fa1-8faf-541dfa13463c,3600,216,3816
26ed1004-c474-4e70-8588-d5c74dba0bbf,3149e6d7-77fc-45dd-8e9b-884f9eedf760,2018-09-02T14:35:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
13d5bffb-f3c5-4201-ab6c-85afcc55bab8,9ac1abc4-4da4-4e11-8ac1-febe44d37bf2,2018-09-02T13:19:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2700,162,2862
e6fdba6c-af4f-4281-9878-66f7a0d923a1,8003f599-3739-419e-bfbf-61b91574bb94,2018-09-03T11:24:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1200,72,1272
a7eee867-d737-44bb-a6b2-a3ff7f4734e6,ecdb1e3b-d7e0-4abd-a1a3-b8f06cf1f0bf,2018-09-03T16:39:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1800,108,1908
346f2578-1195-40e4-b3e2-720863f8b11a,016ef8b2-f834-4262-8336-5dc353595ca8,2018-09-03T08:14:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
b38ddf2c-3fe0-40f0-a44d-e863da3ca0fd,b39517b1-8745-4ada-9ff0-6121371d8716,2018-09-03T11:03:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
c83f7458-3df1-429e-ad60-8ba0bfddd682,0ea16c1e-0ace-42e1-9bd8-1301595fbd7e,2018-09-03T08:29:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
20588b8e-99f9-499f-8c33-e2528904ed1b,5d32a918-2ecb-4544-bac2-79c681460c49,2018-09-03T16:15:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1700,102,1802
989aa256-2bd8-4422-a6ad-b1be064d8421,aa4f0e1d-ee0c-4910-878e-be2755c68948,2018-09-03T12:58:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1500,89,1589
ca2ade52-7430-4a56-b19a-b7109b469afb,491501ec-6863-4128-8899-f5f5c1508d9c,2018-09-03T14:31:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
56f1af55-51e6-40e0-aefd-50038314bb96,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-03T11:23:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
351c6088-d56d-4689-ae88-b3df1e36d16d,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-03T09:54:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
7ad1785e-2bbd-4fac-9b9c-395041a71c68,29e7c9d1-e0d6-40ca-b2cc-60eb26705d9e,2018-09-03T08:24:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
aaa0a2a8-bd90-4ddb-919e-e8b8346dceef,8f7eecf2-dd69-4654-a22a-00dad9a3b3b2,2018-09-03T08:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
a8de19a1-2d07-45b4-a896-806dabc8b49f,a7d0af49-f564-4665-a6de-1b44090cd55d,2018-09-03T09:55:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
2549b20b-796b-4d42-a887-d84ca05016fe,f4788e4b-58df-4ca7-9ae8-7b06038d74d5,2018-09-03T15:50:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1700,102,1802
502e07e4-3818-48be-b1d1-42d0dba21139,8fc2de9a-657e-4a2c-a21e-5eee4c427305,2018-09-03T15:26:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2900,174,3074
07d557e2-bd84-422d-8bd5-726ca4034f9b,0018db7e-3609-444e-a571-0b5eb6f78d8b,2018-09-03T15:38:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
1894400d-7d0d-4d5b-ae00-fd51006df676,12a97ca1-b074-4071-a396-62cc1408f2e9,2018-09-03T07:12:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
ea2b6b46-21ab-414c-9699-fa23d2c31069,225f0660-c6e6-4d58-ab7a-9d225e188972,2018-09-03T08:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
49eaf8cc-dd90-46e8-afec-c614752060d0,72671315-6f4b-4676-b1c6-ca8b322106d1,2018-09-03T11:11:00,e51d657a-7691-4fa1-8faf-541dfa13463c,4100,246,4346
19e8df05-94c8-40f1-bb27-8ab9e420bcac,36170772-04ec-4775-88fb-de098862c698,2018-09-03T07:46:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
22c5cc1a-9286-462a-8c90-085f5daeb112,74618e5f-b1f7-44b9-b609-27c487247e3b,2018-09-03T15:40:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2300,138,2438
e1c32f1b-e092-4185-9a26-ee94ca3a9917,6a7da4bb-46d1-4b98-9c9e-678d6425f511,2018-09-03T14:13:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2700,162,2862
40577b5b-190a-471c-a772-51fb2cdc532e,ee075794-bf14-4453-a06b-a3513711c9f6,2018-09-03T15:41:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
07cf8bcf-3487-4b52-92da-de4d29c3444e,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-03T10:43:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
00ba1f1d-c363-4acf-8d73-4d7985c74b33,51a80766-1c85-41b4-9371-45e9fa6437b5,2018-09-03T12:13:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
0ed2e316-b9a2-41ea-8bcc-3513433edeb7,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-03T11:09:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
cb440533-05b4-4068-beda-c3e94db62b7a,20c1adaf-8e8f-43ce-84f3-960ce00c6ab1,2018-09-03T12:02:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1200,72,1272
1e877812-79da-49a9-a4a8-bc1de352c630,602a0b88-9533-4a3a-a4df-96ed5139266b,2018-09-03T08:01:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
f130d011-d758-4561-a362-12c68d745fa3,3f6c12d1-1b2d-4698-965d-d9145110a694,2018-09-03T07:51:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
a0c5eddf-0e6b-471e-98b8-feeabb2e1a97,d4818026-eb5a-4e3c-a116-b3ce5375ebad,2018-09-03T08:42:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
e56bd056-fa37-4623-8414-3a650ae292b6,e1c955a0-c575-4f9a-a346-ab7093e667bf,2018-09-03T11:54:00,e51d657a-7691-4fa1-8faf-541dfa13463c,3100,186,3286
23472727-08f0-4aac-a2b5-bfdf9b0c326d,042c59b8-50f6-4e6d-96c9-56e2e6ef3069,2018-09-03T09:57:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1200,72,1272
b7b58932-a03a-4dbd-8f15-096a7827a8d0,38f0aa30-a8d1-4ed5-a1f6-fc2a8af41231,2018-09-03T08:17:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
0286e6b2-391e-47ae-bc60-0439e630e694,b5fce526-853c-44bd-aee4-e3af248453e7,2018-09-03T07:00:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
8429548b-cd50-464d-a555-2e46aa7adf9f,9aa60c1e-1e2b-4bf4-b6b9-7b17177901e0,2018-09-03T08:03:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
6c3a3e3b-9562-41cb-bdfc-82ed43014f2f,30f07305-921d-4998-abe5-061a46331e0f,2018-09-03T07:48:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
4aae10ac-06b8-474e-981c-34b682cb9c06,081f6fae-e90c-4c46-91ab-a6799a37110f,2018-09-03T13:02:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
f0be0737-85de-4cb2-863c-c23280bf4dcf,97f0775d-f8e0-415b-8c7e-e967ecb8ee45,2018-09-03T14:22:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
05c72848-b07a-40a7-8fda-b6feb819bd21,538ea318-3521-4bc4-9dfc-010bdad2a72b,2018-09-03T07:58:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
efce5a01-d7ea-44b5-b1b8-8c1c4cfe3602,a67322ed-f7db-48fc-be5b-468508e0aa5a,2018-09-03T13:08:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
ecefe985-d521-4567-af68-0154660a39a3,29d1499a-6ccb-4edb-b1d8-8a94da2e4b12,2018-09-03T14:26:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
4fce5315-2a4d-4157-a29f-f9852cd43523,5a555c35-2eed-427d-9ef7-ed66a666dfeb,2018-09-03T08:56:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
a0a91a93-2a54-49d8-9161-e14a9c370004,6080c1d7-5cbe-4f9f-b7b5-04e74bf504be,2018-09-03T08:24:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
1884a42e-0b53-4b8c-9a46-226d939201d4,7fa0d299-a8dd-4a64-b92f-11dec1afb3ef,2018-09-03T07:28:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
3e1f229f-2b36-48c5-ab52-2683ff1000bc,15f35715-c46b-4977-91ee-b18192a6330f,2018-09-03T08:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
6fdc7b58-ca02-48a0-967e-a45d71e628c6,10fa2dec-192b-4fd1-bf52-943916cc44b6,2018-09-03T18:00:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
54dbc3c8-ce40-412f-ac20-c054ee882bc2,1da4e295-1f6a-497d-b1e6-e7f25010047c,2018-09-03T08:42:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
dc5574ba-c7da-4af8-b736-3a0846b55a71,9a5a881b-8a05-4f32-b8bf-ec8a1088cbc3,2018-09-03T07:54:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
fa5de9db-3f9f-431a-abbe-cbbae92f69d1,ed82c6ca-d041-4f67-84e7-f3751921cc63,2018-09-03T11:47:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
5abae3da-ce38-42c7-a1c2-f615070bccc5,affec495-10ac-4c28-80e0-ac6f1c3c91ed,2018-09-03T07:47:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
44ffbcf2-f87d-47e8-a304-df784671b979,c6d3536c-2863-4178-ac38-f664f2cfc9fb,2018-09-03T08:12:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
8a5e469e-c072-4751-994d-90dd5a79ad3e,66df40d1-972b-4599-9353-03e222e01a13,2018-09-03T16:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
27cb3a4b-9924-474f-87f9-2646c25bd8d2,fabd4b52-1a7d-4484-b8d1-eefbea17400d,2018-09-03T13:37:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1800,108,1908
8e350a4e-d9b9-4d7f-b233-cbf4fc3ca290,b073fde7-8ed2-484d-b177-760bdcdb539f,2018-09-03T07:18:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
239a789d-39f9-473b-ad85-860a2407c911,e5ef2599-4e61-421f-9f7b-f418dad93cd5,2018-09-03T15:50:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
d07a8d75-eeb3-4ce1-88b9-404e98c0f241,db256331-7750-4780-8a5d-a452d948c2e4,2018-09-03T16:33:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
4f1e0039-b18a-456e-bde7-afd3170f9ee3,a688412a-b0ee-4014-ba75-cf1cd89b476d,2018-09-03T07:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
acf31579-5d36-4f5d-904c-651fc569f813,4e818bbf-395c-440e-b3d1-df5d3d73ec4a,2018-09-03T14:37:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1100,65,1165
e3d32666-7dba-42d5-bbb3-11c8a6e4f89f,c0258a69-c536-4635-84c0-ab39ff1dd4fe,2018-09-03T15:31:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1900,113,2013
11297421-aaf1-416b-a075-a983fa45d73f,5c270bbe-8ab4-45e2-8e66-96bcc323aa75,2018-09-03T08:37:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
4ff767c2-9189-49ce-aa0e-26f9c4590fc2,ac0fceed-ae96-4fb9-b15c-fbcb437bd3a1,2018-09-03T07:22:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
e58b83e1-5472-4dfa-bf21-d5ab6d368a55,66ba577d-28f3-49ef-87e4-b39b27e5bacd,2018-09-03T08:16:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
0a3c12b8-681d-4206-af8e-cbecff20448a,9f89c27c-09dd-42a4-b858-b6c6ace059ed,2018-09-03T08:44:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
66f9b3de-9255-446e-9c73-51e69eae4abe,bde4a1d5-ca48-4515-8cd7-56928b97d249,2018-09-03T13:02:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1600,96,1696
977f9a37-6304-45db-8170-4058dc2cdf88,da0adb8b-1af9-40a2-93a9-5229a83492c0,2018-09-03T13:58:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
2e5b9cb9-66fa-4a7a-abaa-6176d5928e42,1bc366a6-56e3-45c6-b659-eb8a31f65732,2018-09-03T11:47:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
078754a4-0276-432f-8d83-53d2e3ca7749,8cc7cca2-9479-4a41-9c4d-b1d3a8dbc8fc,2018-09-03T08:15:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
d76dcd76-ed74-4326-b1c6-6c93991e9c70,3149e6d7-77fc-45dd-8e9b-884f9eedf760,2018-09-03T12:04:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
86db333b-2818-474d-a0c6-17b953ecf9c4,faf61da8-6f5e-4326-8115-dea784935ca6,2018-09-03T13:39:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
748ac937-a9d6-4071-9e48-179dc84a250a,abd8f328-2249-43b3-a578-92a4befca389,2018-09-03T08:39:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
91ff66a0-1b15-4130-8782-0d89be06a379,ace829dd-8e16-42c7-9b63-2a6b1ed7bf66,2018-09-03T08:13:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
2193c8ce-65ad-4da7-894a-89fd45eabe44,5dca1fb8-3197-414f-805b-786061703c4b,2018-09-03T07:37:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
62090987-f57a-4754-a9d8-988dda8ab013,8003f599-3739-419e-bfbf-61b91574bb94,2018-09-04T13:10:00,e51d657a-7691-4fa1-8faf-541dfa13463c,4300,258,4558
e2ad86e2-bfe0-4631-969b-d61b71c09e4d,ecdb1e3b-d7e0-4abd-a1a3-b8f06cf1f0bf,2018-09-04T11:27:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
89e5101d-bcce-454c-9f36-82626fd05926,016ef8b2-f834-4262-8336-5dc353595ca8,2018-09-04T07:42:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
0429c7c6-09d3-4cbc-af9d-eccf4cf5890c,33431b4d-1e80-4fb7-afbb-b5256a9db9f6,2018-09-04T11:18:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
20cd1ae6-f154-4595-a594-c1831c804707,aa4f0e1d-ee0c-4910-878e-be2755c68948,2018-09-04T14:06:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1100,65,1165
baf479e6-ae4e-4b2f-883d-cf5435185a16,491501ec-6863-4128-8899-f5f5c1508d9c,2018-09-04T09:23:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2600,156,2756
6469ae05-f118-447c-ba57-9043f73f8634,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-04T12:18:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
95acf5c3-9068-4a3e-87ea-384a9fd0e671,29e7c9d1-e0d6-40ca-b2cc-60eb26705d9e,2018-09-04T07:57:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
475172db-357e-4d07-ad41-9b56512f0706,38a22ae0-026e-47da-83a9-efbbbf0fa2df,2018-09-04T07:21:00,e51d657a-7691-4fa1-8faf-541dfa13463c,400,24,424
12f8d86a-e4e7-4fc4-9f37-d1f5e0a6ebf1,8f7eecf2-dd69-4654-a22a-00dad9a3b3b2,2018-09-04T07:56:00,e51d657a-7691-4fa1-8faf-541dfa13463c,700,42,742
f4792bcd-f355-4f71-9175-05c2c9403071,12a97ca1-b074-4071-a396-62cc1408f2e9,2018-09-04T07:49:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
ac8e7d42-5366-45c4-96b4-1736dfa00e90,225f0660-c6e6-4d58-ab7a-9d225e188972,2018-09-04T08:33:00,e51d657a-7691-4fa1-8faf-541dfa13463c,500,30,530
58345c96-9e01-4c85-a555-c93ead507e09,22efb3ff-c14a-4ead-aac9-f85758e9b114,2018-09-04T15:02:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2100,126,2226
ade91b7e-3b47-4aef-a019-f7d92a6159ed,7fe0b1bc-6fa5-4c75-9742-9faf52ec11d7,2018-09-04T09:59:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2100,126,2226
26be12d9-90ca-495c-832e-87a952af5ff5,36170772-04ec-4775-88fb-de098862c698,2018-09-04T07:52:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
06cb7cfb-7a9b-4947-bc26-59ca7e3d2825,74618e5f-b1f7-44b9-b609-27c487247e3b,2018-09-04T14:09:00,e51d657a-7691-4fa1-8faf-541dfa13463c,1800,108,1908
71fc3ec4-ba50-44c4-bc67-42ad4d242297,d74e3f72-3254-464a-960e-85e4e0722a5a,2018-09-04T13:59:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
ae7ef94e-fdcd-43a7-a7df-2161d7d7bf65,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-04T11:03:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
3ce13b94-1f0b-4092-aeff-b24c35ce216e,6588c6b4-204f-444f-8480-05aa23b28c3c,2018-09-04T14:58:00,e51d657a-7691-4fa1-8faf-541dfa13463c,2300,138,2438
bc352771-6ba4-4444-abab-3dffd47ab668,51a80766-1c85-41b4-9371-45e9fa6437b5,2018-09-04T08:25:00,e51d657a-7691-4fa1-8faf-541dfa13463c,600,36,636
