id,user_id,tweeted_at,content
d011e2cb-a3b4-4dc7-8287-b924b0fb15f9,5b9ece2a-2bce-44f9-9728-c1b562256518,2018-09-02T13:51:06.468013,"Jaffle Shop again. Ordered a adele-ade, a vanilla ice, a vanilla ice, a vanilla ice, a chai and mighty, a doctor stew, a nutellaphone who dis?, a the krautback, a the krautback, and a mel-bun. This place is gross."
fc41e70b-5b61-4838-a1b1-a207c828be9a,cb441830-2eed-4ec1-8a22-a70aa646565c,2018-09-02T11:50:34.430832,"Jaffles from the Jaffle Shop are the best! Ordered a adele-ade, a for richer or pourover , a doctor stew, and a flame impala."
37beecae-fc8e-4e26-9825-2588764dfa4a,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-03T11:24:09.263399,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
07dddebb-e28f-46c1-9eed-c17fa2d04456,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-03T10:07:43.500255,Jaffle Shop again. Ordered a for richer or pourover . This place is gross.
464d9c5f-e59a-4996-a1f3-f6719d23e7d6,a7d0af49-f564-4665-a6de-1b44090cd55d,2018-09-03T10:10:19.889669,Jaffle Shop again. Ordered a chai and mighty. This place is inedible.
80863bf1-a347-4ca8-a6b2-2c14d93df471,51a80766-1c85-41b4-9371-45e9fa6437b5,2018-09-03T12:29:28.073204,Jaffles from the Jaffle Shop are sooo gooood! Ordered a for richer or pourover .
fc3a36a7-fb7b-456d-bd3b-914936fed973,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-03T11:16:03.629208,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo.
69735411-2071-4136-bab0-496fa6f8b725,9aa60c1e-1e2b-4bf4-b6b9-7b17177901e0,2018-09-03T08:11:17.683050,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
79463338-c747-45e6-900a-ecedf0a35745,5a555c35-2eed-427d-9ef7-ed66a666dfeb,2018-09-03T09:00:18.678059,Jaffle Shop again. Ordered a for richer or pourover . This place is disgusting.
d2da28b7-893f-44eb-9adf-a3203e6bb9db,15f35715-c46b-4977-91ee-b18192a6330f,2018-09-03T08:30:52.977730,Jaffle shop is fine. Ordered a for richer or pourover .
985be63a-cf23-4666-9142-f3e3b211e0ce,c6d3536c-2863-4178-ac38-f664f2cfc9fb,2018-09-03T08:12:18.114666,Jaffle shop is okay. Ordered a adele-ade.
7a3d7555-a489-4772-bfbd-63f3f5482c59,fabd4b52-1a7d-4484-b8d1-eefbea17400d,2018-09-03T13:47:43.119318,Jaffle Shop again. Ordered a adele-ade and a flame impala. This place is awful.
998a5661-49ab-4fd9-9c7b-4f5a3a168bfc,66ba577d-28f3-49ef-87e4-b39b27e5bacd,2018-09-03T08:20:06.888135,Jaffles from the Jaffle Shop are sooo gooood! Ordered a chai and mighty.
e50be5f1-10ab-4f99-84c7-57d2f8210cad,5dca1fb8-3197-414f-805b-786061703c4b,2018-09-03T07:46:52.612031,Jaffle shop is average. Ordered a for richer or pourover .
0713bdd9-3974-4826-bfa0-3f4b0eaa959c,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-04T12:22:54.059792,Jaffle Shop again. Ordered a adele-ade. This place is gross.
76ee4f8b-16e6-4c5a-a31d-8ff22597d374,225f0660-c6e6-4d58-ab7a-9d225e188972,2018-09-04T08:52:50.356837,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
c617a889-5aac-48a7-aaa7-0f717cf238c9,7fe0b1bc-6fa5-4c75-9742-9faf52ec11d7,2018-09-04T10:07:18.456126,"Jaffle Shop again. Ordered a chai and mighty, a chai and mighty, and a nutellaphone who dis?. This place is inedible."
45014911-a098-4d22-9634-f53d4f1bc2e9,51a80766-1c85-41b4-9371-45e9fa6437b5,2018-09-04T08:34:01.329670,Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo.
e6674cd3-3196-456b-b91e-32a03096cb51,b92a4e29-1aed-460d-a88a-132ab7c52da0,2018-09-04T10:52:55.487809,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
4be2c97d-754b-456e-b297-d61ff78bbd11,602a0b88-9533-4a3a-a4df-96ed5139266b,2018-09-04T07:49:38.428859,Jaffle Shop again. Ordered a for richer or pourover . This place is inedible.
bda8199d-8016-4f1d-bddb-ae17ba0e44e8,3f6c12d1-1b2d-4698-965d-d9145110a694,2018-09-04T09:25:54.194629,Jaffle Shop again. Ordered a for richer or pourover . This place is the worst.
f8d912bd-8960-4bcc-832f-4494871ce130,38f0aa30-a8d1-4ed5-a1f6-fc2a8af41231,2018-09-04T08:47:22.761763,Jaffle Shop again. Ordered a vanilla ice. This place is awful.
93b0de11-73fe-4d13-b44e-d900cf13a34b,b5fce526-853c-44bd-aee4-e3af248453e7,2018-09-04T08:05:49.100023,Jaffle Shop again. Ordered a chai and mighty. This place is gross.
34c67d87-63f3-4d03-8be6-954eaa9ba16e,1da4e295-1f6a-497d-b1e6-e7f25010047c,2018-09-04T08:13:05.256673,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
c33a8e3f-1237-494e-bc78-6417ce66d294,ed82c6ca-d041-4f67-84e7-f3751921cc63,2018-09-04T13:04:52.949586,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
cbf4dd51-9709-4266-89d3-2bf8d7f1648d,affec495-10ac-4c28-80e0-ac6f1c3c91ed,2018-09-04T08:41:39.324512,Jaffle shop is solid. Ordered a vanilla ice.
f583bcf5-43e6-4ae5-a96e-8be3a734251f,f7697be2-aae3-49c1-b31a-b27b8ca66e35,2018-09-04T08:15:33.342727,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
e0445ac7-9fd8-4bc6-8381-900cad19e1de,ace829dd-8e16-42c7-9b63-2a6b1ed7bf66,2018-09-04T08:21:21.156890,Jaffle Shop again. Ordered a tangaroo. This place is inedible.
48408b86-84e1-44d4-8b2a-3e124ec909d2,3fb5294f-54b9-4c5b-a0cc-2ae2fba8036c,2018-09-04T12:54:04.982088,Jaffles from the Jaffle Shop are amazing! Ordered a tangaroo.
e207b0f8-26f1-4d42-86ca-23b91805236b,b39517b1-8745-4ada-9ff0-6121371d8716,2018-09-05T12:08:39.244641,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty.
9c78c3ed-fbbf-4667-8f8a-40e784ffaf68,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-05T11:09:42.190670,Jaffles from the Jaffle Shop are my favorite! Ordered a for richer or pourover .
30b30a82-55f3-411e-b854-66e66fcb5949,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-05T12:14:24.456045,Jaffle Shop again. Ordered a tangaroo. This place is the worst.
b62a03f2-aadc-4dc8-89f6-096d943adcd9,29e7c9d1-e0d6-40ca-b2cc-60eb26705d9e,2018-09-05T07:50:17.761552,Jaffles from the Jaffle Shop are the best! Ordered a for richer or pourover .
ffb9c9c8-a36d-4896-8dc6-4a1e41d3c351,a7d0af49-f564-4665-a6de-1b44090cd55d,2018-09-05T11:37:14.946849,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
0a54ecb7-dd31-420a-9f2c-4212b6a83689,225f0660-c6e6-4d58-ab7a-9d225e188972,2018-09-05T07:45:44.743573,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
2ce5ffbb-c060-4aad-939c-7476011e942a,7fe0b1bc-6fa5-4c75-9742-9faf52ec11d7,2018-09-05T13:50:46.416569,Jaffle Shop again. Ordered a tangaroo and a the krautback. This place is terrible.
87d5dd0a-0388-4515-b034-258a7b9d4ddf,51a80766-1c85-41b4-9371-45e9fa6437b5,2018-09-05T14:58:27.469338,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
07f0c7da-8a09-497d-9358-bfd7ac24637f,b92a4e29-1aed-460d-a88a-132ab7c52da0,2018-09-05T10:46:04.245187,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
8b0e4776-4f16-4b69-967f-da2fae918dce,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-05T14:51:33.432029,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
de02ae18-2019-4ba2-b7b4-6001193153e6,d4818026-eb5a-4e3c-a116-b3ce5375ebad,2018-09-05T11:52:08.656546,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
eba7c351-a2bf-49a1-8ba3-685980b37bc1,38f0aa30-a8d1-4ed5-a1f6-fc2a8af41231,2018-09-05T07:25:11.068971,Jaffle Shop again. Ordered a adele-ade. This place is inedible.
cb7a8abe-b20a-48c9-b440-552c1ebbdabd,b5fce526-853c-44bd-aee4-e3af248453e7,2018-09-05T07:38:24.674603,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
6de51181-1489-470c-a158-9dfdeed8224c,affec495-10ac-4c28-80e0-ac6f1c3c91ed,2018-09-05T07:37:19.961774,Jaffle shop is alright. Ordered a adele-ade.
9ac9fefb-c288-49fa-9f89-d339d23f6c9b,e5ef2599-4e61-421f-9f7b-f418dad93cd5,2018-09-05T12:37:14.804410,Jaffle Shop again. Ordered a vanilla ice. This place is terrible.
a63f8e7d-f28f-4d63-b802-d0a58881d9a9,48137f53-9796-40bd-8328-c5e3cc271a3d,2018-09-06T12:00:18.015937,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
5da24412-8e7f-4a13-ae22-1774d68e2536,0343f390-957d-4502-9841-41d79891467a,2018-09-06T11:39:07.593423,Jaffle Shop again. Ordered a tangaroo. This place is gross.
06fae085-705b-4c88-aab5-ea0826825f18,b92a4e29-1aed-460d-a88a-132ab7c52da0,2018-09-06T15:16:48.720210,Jaffles from the Jaffle Shop are amazing! Ordered a chai and mighty.
e1a61ba0-286c-4aa9-9704-efb98dfd4f89,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-06T09:19:14.450812,Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty.
f35ea0de-d005-4618-9df5-17c3023e86f9,d4818026-eb5a-4e3c-a116-b3ce5375ebad,2018-09-06T15:42:50.402565,Jaffle Shop again. Ordered a tangaroo. This place is inedible.
08d9be23-b8c5-45a5-ab59-7b55f6cd1128,7ee464cd-b50a-406a-8a2e-af39f8d539c4,2018-09-06T08:42:41.529220,Jaffles from the Jaffle Shop are sooo gooood! Ordered a adele-ade.
f994cf71-6f73-46e4-a531-8217024ec5d0,15f35715-c46b-4977-91ee-b18192a6330f,2018-09-06T08:25:20.888749,Jaffle shop is not bad. Ordered a for richer or pourover .
eceda751-60b9-4d3c-bd23-dd46ef7cc2cb,ed82c6ca-d041-4f67-84e7-f3751921cc63,2018-09-06T12:54:58.897385,Jaffles from the Jaffle Shop are my favorite! Ordered a adele-ade.
f850d875-bcf0-444e-9b49-fa339e7a97a9,e5ef2599-4e61-421f-9f7b-f418dad93cd5,2018-09-06T08:46:08.649178,Jaffle Shop again. Ordered a chai and mighty. This place is the worst.
6e3d816f-3432-496d-ba21-26c2421dd353,5c270bbe-8ab4-45e2-8e66-96bcc323aa75,2018-09-06T07:47:22.569003,Jaffles from the Jaffle Shop are sooo gooood! Ordered a vanilla ice.
d451a61d-9d5c-4e7f-abf3-fbb8111eba5a,55ed3d9a-f398-4245-b37d-f81bb1c9490a,2018-09-06T11:46:30.347223,Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo.
5fd65db2-9a26-4aea-8b78-5ea4b66fa7d7,3149e6d7-77fc-45dd-8e9b-884f9eedf760,2018-09-06T12:02:41.585726,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
3eb5c301-0f1f-403c-ad91-af4021a5763f,faf61da8-6f5e-4326-8115-dea784935ca6,2018-09-06T15:49:04.321764,Jaffle Shop again. Ordered a chai and mighty. This place is disgusting.
56ae637c-dd6c-4a44-9856-728c82dd0430,3fb5294f-54b9-4c5b-a0cc-2ae2fba8036c,2018-09-06T10:24:47.542343,Jaffles from the Jaffle Shop are fantastic! Ordered a vanilla ice.
9e1dd532-9081-4f42-8ef9-49925263f30f,0ea16c1e-0ace-42e1-9bd8-1301595fbd7e,2018-09-07T08:20:06.620462,Jaffles from the Jaffle Shop are the best! Ordered a tangaroo.
0cf659fd-e8ae-4a5c-bc3b-5e00706d4b5e,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-07T11:49:30.617135,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
003bde64-9d82-498e-9d0a-c144b6e5feda,12a97ca1-b074-4071-a396-62cc1408f2e9,2018-09-07T08:23:06.396849,Jaffle shop is alright. Ordered a chai and mighty.
adc1a444-806f-41aa-a486-e868310d1349,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-07T15:41:49.637530,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
bc3d7d68-24ca-478e-9157-0a6a58e2937a,b92a4e29-1aed-460d-a88a-132ab7c52da0,2018-09-07T13:21:44.907791,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
d6f09639-4766-40c4-b579-9b31d870eb32,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-07T13:53:06.255459,Jaffles from the Jaffle Shop are delicious! Ordered a tangaroo.
e07b83c4-f1f2-43cc-bf00-bf90cf4a778f,602a0b88-9533-4a3a-a4df-96ed5139266b,2018-09-07T07:52:22.078253,Jaffle Shop again. Ordered a for richer or pourover . This place is inedible.
e0fc3237-5003-4de5-bb02-2accba5bb72c,30f07305-921d-4998-abe5-061a46331e0f,2018-09-07T07:03:55.397148,Jaffle shop is fine. Ordered a chai and mighty.
3204995c-b73b-4486-a618-eb133084d04d,7ee464cd-b50a-406a-8a2e-af39f8d539c4,2018-09-07T07:44:04.280546,Jaffles from the Jaffle Shop are fantastic! Ordered a for richer or pourover .
21e20f72-431e-4be9-afa5-6d51f23416cb,7fa0d299-a8dd-4a64-b92f-11dec1afb3ef,2018-09-07T08:43:30.854633,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
f6601720-6bdc-4945-a266-fe7f2ae9b974,ed82c6ca-d041-4f67-84e7-f3751921cc63,2018-09-07T08:17:49.903497,Jaffles from the Jaffle Shop are the best! Ordered a chai and mighty.
dde56a40-5ffd-42f2-a300-9da9e7d6a885,e5ef2599-4e61-421f-9f7b-f418dad93cd5,2018-09-07T14:11:33.961852,Jaffle Shop again. Ordered a chai and mighty. This place is awful.
d96b2c0f-ed1d-4454-8df0-4d4d1c88c2ad,a688412a-b0ee-4014-ba75-cf1cd89b476d,2018-09-07T08:12:47.095684,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
21254ffa-cfb0-46a1-8425-b247e0a7d721,71589bf3-3b29-46df-a7b5-ed439c60be1d,2018-09-07T07:14:31.872996,Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice.
0ad31923-e98f-4898-b420-09887ea04cdc,5c270bbe-8ab4-45e2-8e66-96bcc323aa75,2018-09-07T08:27:17.584907,Jaffles from the Jaffle Shop are my favorite! Ordered a vanilla ice.
9f51a1b2-34df-42ee-b6e0-1217833ca1b9,cb441830-2eed-4ec1-8a22-a70aa646565c,2018-09-07T11:34:25.684544,"Jaffles from the Jaffle Shop are fantastic! Ordered a tangaroo, a nutellaphone who dis?, and a flame impala."
5fafec2c-0855-4bdb-a66f-2d51a0b04d7a,faf61da8-6f5e-4326-8115-dea784935ca6,2018-09-07T13:40:48.928200,Jaffle Shop again. Ordered a tangaroo. This place is inedible.
4bf920fa-8e5f-4f14-a793-c1d803a623bc,3fb5294f-54b9-4c5b-a0cc-2ae2fba8036c,2018-09-07T08:34:14.925010,Jaffles from the Jaffle Shop are awesome! Ordered a adele-ade.
93b803ec-19cf-4659-814b-28479d9d6e55,5dca1fb8-3197-414f-805b-786061703c4b,2018-09-07T07:51:51.992324,Jaffle shop is average. Ordered a tangaroo.
30449b35-3871-4753-abac-869e912a7cff,6beb1871-cdac-40eb-83c5-93cf07cfd335,2018-09-08T14:16:19.621865,"Jaffles from the Jaffle Shop are awesome! Ordered a chai and mighty, a adele-ade, a doctor stew, and a doctor stew."
a7e6e4a8-9994-4c8e-bbf3-40f270e2048a,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-08T12:13:19.969433,Jaffles from the Jaffle Shop are awesome! Ordered a for richer or pourover .
1e757474-5e3c-497e-8bd0-6260a4de3929,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-08T11:58:18.533540,Jaffle Shop again. Ordered a for richer or pourover . This place is terrible.
f3c00fc2-1035-4ae3-99e5-7b48db83db53,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-08T14:10:18.749812,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
0f3f4892-69aa-454e-a146-d609115e0aef,7938ba7d-1609-4075-b734-e3e1e35e164d,2018-09-08T11:48:12.164573,"Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade, a for richer or pourover , a adele-ade, a for richer or pourover , a vanilla ice, a nutellaphone who dis?, a mel-bun, a the krautback, a doctor stew, and a nutellaphone who dis?."
fad65f9e-8608-4e2b-9d50-0d0c3ce9bf34,19989eb7-0d06-40b2-862d-55bf998e87f9,2018-09-08T13:44:03.957996,Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo.
565cbf33-723f-4db4-b4cc-8ecca615b2ec,0fc87cdc-6b03-4197-9f40-eefc48ca200e,2018-09-08T13:17:23.208314,"Jaffles from the Jaffle Shop are my favorite! Ordered a adele-ade, a adele-ade, a flame impala, and a the krautback."
2498aa13-1d55-4a78-8528-08c296321d83,74f12062-5eab-4b75-9ebe-958aa9ca248b,2018-09-08T15:09:46.463063,"Jaffles from the Jaffle Shop are amazing! Ordered a adele-ade, a chai and mighty, a nutellaphone who dis?, and a flame impala."
d3153a50-b4af-4f19-87e6-c916f756838f,4d11d57e-cb6e-4fe8-9a39-d120f740be48,2018-09-08T12:31:19.113587,"Jaffle Shop again. Ordered a vanilla ice, a tangaroo, a adele-ade, a for richer or pourover , a flame impala, a doctor stew, a doctor stew, and a nutellaphone who dis?. This place is my least favorite."
bcdaeccc-9efd-4fcc-ab04-d45f54376b5f,5b9ece2a-2bce-44f9-9728-c1b562256518,2018-09-08T13:54:22.773225,"Jaffle Shop again. Ordered a vanilla ice, a adele-ade, a tangaroo, a for richer or pourover , a adele-ade, a doctor stew, a the krautback, a mel-bun, a doctor stew, and a mel-bun. This place is awful."
adc9594b-cebc-4c9a-a7bc-a4a06d8ce85f,1c466a17-042b-4d2d-9814-b615a130ee98,2018-09-08T09:13:18.425044,"Jaffles from the Jaffle Shop are delicious! Ordered a vanilla ice, a chai and mighty, a nutellaphone who dis?, and a mel-bun."
d6ad482c-a7d6-486e-9066-293e44325220,6beb1871-cdac-40eb-83c5-93cf07cfd335,2018-09-09T13:49:45.423834,"Jaffles from the Jaffle Shop are my favorite! Ordered a tangaroo, a for richer or pourover , a nutellaphone who dis?, and a the krautback."
49731257-89fc-478c-a860-7acd1428769e,b39517b1-8745-4ada-9ff0-6121371d8716,2018-09-09T14:52:52.486109,Jaffles from the Jaffle Shop are amazing! Ordered a vanilla ice.
f6433314-b5b1-4a6d-9c9b-e2c2f90f6da0,573292e1-3c01-49b0-8160-9c2ce65cf475,2018-09-09T14:57:11.342471,Jaffles from the Jaffle Shop are amazing! Ordered a for richer or pourover .
9501c771-7a61-4c34-a533-bdbf8973d063,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-09T14:14:37.481198,Jaffle Shop again. Ordered a for richer or pourover . This place is awful.
ebe445f1-50ea-41b0-afaa-95518248817d,66701b9b-0c57-4a78-8090-9271506a9c0f,2018-09-09T09:27:37.742042,Jaffle Shop again. Ordered a adele-ade. This place is gross.
13cfa2f2-ad8c-4b36-b26e-e6e25ce004b4,0343f390-957d-4502-9841-41d79891467a,2018-09-09T14:34:37.538217,Jaffle Shop again. Ordered a chai and mighty. This place is terrible.
a77ea1d6-162f-4797-9239-cbb57a9d4134,19989eb7-0d06-40b2-862d-55bf998e87f9,2018-09-09T12:16:40.228767,Jaffles from the Jaffle Shop are awesome! Ordered a vanilla ice.
b65d14e1-3b3c-493c-8399-b4189ae77f49,c36eb550-86d8-4ea8-b272-4694aaa38742,2018-09-09T12:36:06.691451,Jaffles from the Jaffle Shop are awesome! Ordered a tangaroo.
d6481f98-b81f-46b6-873d-da4ac6921a56,ad7c8905-cc9a-4bbd-891b-2a1ee312db4e,2018-09-09T09:12:28.047291,Jaffle Shop again. Ordered a tangaroo and a nutellaphone who dis?. This place is gross.
3fb70f21-47a1-4f10-b9cb-94fa1d7142f1,d4818026-eb5a-4e3c-a116-b3ce5375ebad,2018-09-09T09:33:29.243134,Jaffle Shop again. Ordered a adele-ade. This place is inedible.
f0039497-d2e6-47a2-874e-9232bc75d17f,c3575699-374a-4fbc-b945-517554c27b25,2018-09-09T13:54:04.899782,"Jaffles from the Jaffle Shop are sooo gooood! Ordered a tangaroo, a tangaroo, a flame impala, and a flame impala."
2de46e14-4b7c-4c5a-871c-c3793f02da68,e5ef2599-4e61-421f-9f7b-f418dad93cd5,2018-09-09T12:09:27.937124,Jaffle Shop again. Ordered a vanilla ice. This place is terrible.
69b27c85-6f64-4e4e-b1c8-6b1d6f2ee4b9,0215a6ba-2f6f-40e4-bfd0-40216c56b5fe,2018-09-09T13:43:05.827713,"Jaffles from the Jaffle Shop are the best! Ordered a vanilla ice, a vanilla ice, a adele-ade, a flame impala, a doctor stew, and a the krautback."
91ba562c-b8c0-486b-b3d7-18569e99a227,5b9ece2a-2bce-44f9-9728-c1b562256518,2018-09-09T14:39:18.335736,"Jaffle Shop again. Ordered a vanilla ice, a tangaroo, a tangaroo, a vanilla ice, a chai and mighty, a flame impala, a nutellaphone who dis?, a the krautback, a doctor stew, and a doctor stew. This place is gross."
3ff2f1ca-5e00-4ba0-96eb-367d78b62570,55ed3d9a-f398-4245-b37d-f81bb1c9490a,2018-09-09T13:55:42.163160,Jaffles from the Jaffle Shop are my favorite! Ordered a chai and mighty.
5dd15ba7-6974-4890-8728-1aaab6d0746e,b598c741-4f8c-4ef2-944a-68cadfc8a7be,2018-09-10T12:13:08.922795,Jaffle Shop again. Ordered a vanilla ice. This place is terrible.
09b196c9-64f1-4fea-aff3-ef0f5afe2ef3,38a22ae0-026e-47da-83a9-efbbbf0fa2df,2018-09-10T07:29:43.550034,Jaffle Shop again. Ordered a vanilla ice. This place is inedible.
62ae2e3a-338b-45e0-b5d7-db1b2d875bc1,a7d0af49-f564-4665-a6de-1b44090cd55d,2018-09-10T13:26:13.380329,Jaffle Shop again. Ordered a adele-ade. This place is my least favorite.
c53db5a4-5557-454c-bab7-f8ddf7b84606,3f6c12d1-1b2d-4698-965d-d9145110a694,2018-09-10T08:12:38.107617,Jaffle Shop again. Ordered a vanilla ice. This place is disgusting.
35a2c6eb-15e8-4bcb-bd86-fc7a9f4fe7c7,b5fce526-853c-44bd-aee4-e3af248453e7,2018-09-10T08:51:30.757245,Jaffle Shop again. Ordered a for richer or pourover . This place is my least favorite.
